,param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,rec_vars,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value
0,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,813.0042195320129,30,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
1,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,338.93669176101685,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
2,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,695.7720491886139,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
3,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,273.9625687599182,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
4,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,575.4644627571106,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
5,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,217.83693766593933,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
6,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,501.9578881263733,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
7,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,124.05931878089905,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
8,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,376.57513070106506,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
9,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.048578500747680664,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
10,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,277.78440260887146,26,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
11,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.049475908279418945,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
12,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,206.402245759964,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
13,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.05861353874206543,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
14,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,799.9224700927734,29,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
15,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,392.1289565563202,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
16,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,672.4041121006012,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
17,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,280.6536672115326,27,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
18,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,634.8593482971191,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
19,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,195.31498646736145,30,[],[0. 0. 1. 1. 1.],3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
20,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,457.8859508037567,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
21,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,89.24449586868286,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
22,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,403.55730867385864,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
23,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.045308828353881836,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
24,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,309.41278529167175,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
25,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.061261653900146484,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
26,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,227.96188116073608,37,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
27,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.06902742385864258,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
28,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,767.5110049247742,29,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
29,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,384.8052725791931,31,[],[0. 1. 1. 1. 0.],3.667585436702108,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
30,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,694.2679896354675,31,[],[1. 1. 1. 0. 0. 0. 0. 1. 0.],7.8016038533042025,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
31,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,290.34264636039734,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
32,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,609.5939671993256,32,[],[1. 1. 1. 0. 0. 0. 1. 1. 0.],8.033912627316202,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
33,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,207.86428594589233,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
34,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,475.52189660072327,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
35,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,114.06412386894226,36,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
36,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,387.8492429256439,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
37,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.05080771446228027,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
38,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,317.44757103919983,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
39,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.04238271713256836,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
40,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,217.3628544807434,35,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
41,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.05053877830505371,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
42,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,716.5681624412537,26,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
43,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,395.62525820732117,32,[],[0. 1. 1. 1. 0.],3.667585436702108,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
44,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,716.0177838802338,28,[],[1. 0. 1. 0. 0. 0. 0. 1. 0.],7.122457368915977,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
45,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,288.46478056907654,27,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
46,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,567.6198105812073,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
47,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,203.7688376903534,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
48,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,507.18285608291626,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
49,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,121.41994619369507,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
50,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,394.39313220977783,27,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
51,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.0509340763092041,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
52,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,308.0315091609955,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
53,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.06293082237243652,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
54,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,206.29210257530212,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
55,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.05535888671875,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
56,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,834.9485886096954,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
57,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,362.1097586154938,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
58,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,677.5649876594543,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
59,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,259.8722186088562,27,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
60,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,582.5081689357758,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
61,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,193.99726748466492,33,[],[0. 1. 1. 1. 0.],3.667585436702108,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
62,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,474.54085636138916,31,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
63,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,89.71248388290405,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
64,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,409.4109618663788,36,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
65,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.04647707939147949,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
66,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,289.5668976306915,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
67,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.04877734184265137,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
68,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,202.67568111419678,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
69,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.10115575790405273,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
70,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,826.8612239360809,30,[],[0. 0. 0. 1. 1. 1. 0. 0. 1.],8.033912627316202,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
71,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,406.8866217136383,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
72,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,718.6235647201538,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
73,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,287.1312458515167,26,[],[0. 1. 1. 1. 0.],3.667585436702108,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
74,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,617.6177079677582,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
75,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,179.4654519557953,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
76,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,570.8160843849182,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
77,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,104.34214806556702,33,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
78,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,467.05314779281616,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
79,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.04692530632019043,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
80,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,339.5957098007202,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
81,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,1.0068981647491455,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
82,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,213.47586703300476,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
83,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.043396949768066406,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
84,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,786.9971721172333,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
85,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,394.47076177597046,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
86,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,707.3597435951233,27,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
87,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,306.0931975841522,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
88,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,622.7844321727753,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
89,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,211.330575466156,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
90,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,519.4842286109924,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
91,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,96.75003790855408,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
