,param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,rec_vars,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value
186,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,665.5529434680939,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
187,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,230.76924109458923,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
188,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,574.5612218379974,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
189,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,108.84019017219543,34,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
190,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,415.83351469039917,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
191,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.07541394233703613,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
192,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,340.0829849243164,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
193,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.03887295722961426,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
194,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,201.7081913948059,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
195,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.04642367362976074,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
196,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,796.2304723262787,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
197,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,437.4685363769531,32,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
198,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,673.4508557319641,31,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
199,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,299.29686188697815,30,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
200,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,634.9237778186798,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
201,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,222.24575448036194,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
202,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,534.144947052002,35,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
203,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,106.10159111022949,34,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
204,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,377.9147114753723,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
205,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.03935408592224121,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
206,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,322.6656675338745,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
207,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.060658931732177734,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
208,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,188.04973125457764,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
209,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.03870987892150879,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
210,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,797.3151578903198,29,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
211,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,390.9872303009033,29,[],[0. 0. 1. 1. 0.],2.9168667000160395,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
212,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,779.3598465919495,34,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
213,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,312.45313906669617,33,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
214,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,635.3279211521149,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
215,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,193.58817100524902,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
216,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,461.9782793521881,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
217,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,96.75286149978638,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
218,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,400.5279529094696,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
219,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.05703401565551758,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
220,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,303.85934615135193,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
221,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.034882545471191406,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
222,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,219.4540319442749,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
223,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.0608370304107666,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
224,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,773.6080713272095,31,[],[0. 1. 0. 1. 1. 0. 0. 0. 1.],7.69595458208927,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
225,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,409.94448709487915,35,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
226,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,696.266491651535,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
227,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,310.4463577270508,34,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
228,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,603.8297681808472,28,[],[0. 1. 0. 1. 1. 1. 0. 0. 1.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
229,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,219.87301564216614,33,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
230,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,540.2831501960754,38,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
231,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,93.72272968292236,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
232,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,418.54874658584595,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
233,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.03684592247009277,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
234,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,295.9260811805725,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
235,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.05063796043395996,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
236,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,201.252539396286,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
237,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.0685281753540039,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
238,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,757.0353891849518,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
239,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,390.528413772583,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
240,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,665.5666320323944,39,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
241,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,255.6725573539734,30,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
242,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,586.8990616798401,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
243,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,177.247061252594,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
244,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,532.3444743156433,35,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
245,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,102.99937105178833,33,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
246,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,432.16678833961487,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
247,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.0422821044921875,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
248,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,322.3223819732666,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
249,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.044905900955200195,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
250,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,206.959082365036,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
251,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.05192112922668457,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
252,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,746.4077725410461,30,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
253,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,416.40301752090454,31,[],[0. 1. 1. 1. 0.],3.667585436702108,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
254,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,720.0111861228943,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
255,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,271.92632007598877,30,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
256,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,583.0219402313232,27,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
257,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,186.07703971862793,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
258,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,503.0945727825165,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
259,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,94.53727316856384,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
260,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,412.8653771877289,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
261,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.039731740951538086,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
262,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,328.6183021068573,34,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
263,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.04036712646484375,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
264,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,195.7845323085785,29,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
265,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.045964717864990234,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
266,gaussian,COBYLA,recursive,False,True,1,1,9,D~{,555.539365530014,28,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
267,gaussian,COBYLA,recursive,False,True,1,1,5,HCrfZzf,377.69415616989136,31,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
268,gaussian,COBYLA,recursive,False,True,1,2,9,D~{,511.24501180648804,36,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
269,gaussian,COBYLA,recursive,False,True,1,2,5,HCrfZzf,263.99125266075134,28,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
270,gaussian,COBYLA,recursive,False,True,1,3,9,D~{,413.43934893608093,25,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
271,gaussian,COBYLA,recursive,False,True,1,3,5,HCrfZzf,200.65699243545532,34,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
272,gaussian,COBYLA,recursive,False,True,1,4,9,D~{,370.9016606807709,32,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
273,gaussian,COBYLA,recursive,False,True,1,4,5,HCrfZzf,93.51710152626038,29,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
274,gaussian,COBYLA,recursive,False,True,1,5,9,D~{,298.3845283985138,31,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
275,gaussian,COBYLA,recursive,False,True,1,5,5,HCrfZzf,0.0433957576751709,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
276,gaussian,COBYLA,recursive,False,True,1,6,9,D~{,217.57386803627014,27,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
277,gaussian,COBYLA,recursive,False,True,1,6,5,HCrfZzf,0.05138707160949707,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
278,gaussian,COBYLA,recursive,False,True,1,7,9,D~{,148.58371257781982,33,[],[1. 0. 1. 0. 0. 0. 1. 1. 0.],8.325796434273311,"[1.0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0]",8.325796434273311
279,gaussian,COBYLA,recursive,False,True,1,7,5,HCrfZzf,0.03181743621826172,0,[],[1. 0. 0. 0. 1.],3.667585436702109,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
